,fitness,fitness of neighbors
0,0.623046875,0.6318359375
1,0.623046875,0.5322265625
2,0.623046875,0.43798828125
3,0.623046875,0.477783203125
4,0.623046875,0.47314453125
5,0.623046875,0.475830078125
6,0.623046875,0.54736328125
7,0.623046875,0.57666015625
8,0.623046875,0.496826171875
9,0.623046875,0.6318359375
10,0.623046875,0.3564453125
11,0.623046875,0.62841796875
12,0.6318359375,0.623046875
13,0.6318359375,0.6201171875
14,0.6318359375,0.48681640625
15,0.6318359375,0.5419921875
16,0.6318359375,0.50341796875
17,0.6318359375,0.45849609375
18,0.6318359375,0.50146484375
19,0.6318359375,0.673828125
20,0.6318359375,0.45751953125
21,0.6318359375,0.5869140625
22,0.6318359375,0.44775390625
23,0.6318359375,0.650390625
24,0.5322265625,0.623046875
25,0.5322265625,0.6201171875
26,0.5322265625,0.4482421875
27,0.5322265625,0.40478515625
28,0.5322265625,0.484130859375
29,0.5322265625,0.42724609375
30,0.5322265625,0.544921875
31,0.5322265625,0.456787109375
32,0.5322265625,0.44287109375
33,0.5322265625,0.499267578125
34,0.5322265625,0.483642578125
35,0.5322265625,0.66845703125
36,0.6201171875,0.6318359375
37,0.6201171875,0.5322265625
38,0.6201171875,0.499267578125
39,0.6201171875,0.5556640625
40,0.6201171875,0.4833984375
41,0.6201171875,0.546875
42,0.6201171875,0.51025390625
43,0.6201171875,0.57177734375
44,0.6201171875,0.51416015625
45,0.6201171875,0.5185546875
46,0.6201171875,0.4365234375
47,0.6201171875,0.73388671875
48,0.43798828125,0.623046875
49,0.43798828125,0.48681640625
50,0.43798828125,0.4482421875
51,0.43798828125,0.5673828125
52,0.43798828125,0.405517578125
53,0.43798828125,0.3837890625
54,0.43798828125,0.37158203125
55,0.43798828125,0.46875
56,0.43798828125,0.460693359375
57,0.43798828125,0.492431640625
58,0.43798828125,0.281982421875
59,0.43798828125,0.58935546875
60,0.48681640625,0.6318359375
61,0.48681640625,0.43798828125
62,0.48681640625,0.499267578125
63,0.48681640625,0.57275390625
64,0.48681640625,0.43115234375
65,0.48681640625,0.425537109375
66,0.48681640625,0.397216796875
67,0.48681640625,0.552734375
68,0.48681640625,0.50048828125
69,0.48681640625,0.52294921875
70,0.48681640625,0.39013671875
71,0.48681640625,0.595703125
72,0.4482421875,0.5322265625
73,0.4482421875,0.43798828125
74,0.4482421875,0.499267578125
75,0.4482421875,0.50927734375
76,0.4482421875,0.472900390625
77,0.4482421875,0.45556640625
78,0.4482421875,0.386474609375
79,0.4482421875,0.35302734375
80,0.4482421875,0.44873046875
81,0.4482421875,0.55908203125
82,0.4482421875,0.438232421875
83,0.4482421875,0.58154296875
84,0.499267578125,0.6201171875
85,0.499267578125,0.48681640625
86,0.499267578125,0.4482421875
87,0.499267578125,0.55078125
88,0.499267578125,0.470458984375
89,0.499267578125,0.444091796875
90,0.499267578125,0.387451171875
91,0.499267578125,0.6005859375
92,0.499267578125,0.626953125
93,0.499267578125,0.560546875
94,0.499267578125,0.49951171875
95,0.499267578125,0.5693359375
96,0.477783203125,0.623046875
97,0.477783203125,0.5419921875
98,0.477783203125,0.40478515625
99,0.477783203125,0.5673828125
100,0.477783203125,0.412841796875
101,0.477783203125,0.45263671875
102,0.477783203125,0.465576171875
103,0.477783203125,0.408203125
104,0.477783203125,0.431884765625
105,0.477783203125,0.572265625
106,0.477783203125,0.380615234375
107,0.477783203125,0.43115234375
108,0.5419921875,0.6318359375
109,0.5419921875,0.477783203125
110,0.5419921875,0.5556640625
111,0.5419921875,0.57275390625
112,0.5419921875,0.5478515625
113,0.5419921875,0.52001953125
114,0.5419921875,0.58837890625
115,0.5419921875,0.50439453125
116,0.5419921875,0.47119140625
117,0.5419921875,0.438232421875
118,0.5419921875,0.61328125
119,0.5419921875,0.533203125
120,0.40478515625,0.5322265625
121,0.40478515625,0.477783203125
122,0.40478515625,0.5556640625
123,0.40478515625,0.50927734375
124,0.40478515625,0.404052734375
125,0.40478515625,0.43505859375
126,0.40478515625,0.481201171875
127,0.40478515625,0.353271484375
128,0.40478515625,0.46337890625
129,0.40478515625,0.359130859375
130,0.40478515625,0.462890625
131,0.40478515625,0.53662109375
132,0.5556640625,0.6201171875
133,0.5556640625,0.5419921875
134,0.5556640625,0.40478515625
135,0.5556640625,0.55078125
136,0.5556640625,0.515625
137,0.5556640625,0.5654296875
138,0.5556640625,0.62255859375
139,0.5556640625,0.370361328125
140,0.5556640625,0.5517578125
141,0.5556640625,0.42138671875
142,0.5556640625,0.63134765625
143,0.5556640625,0.599609375
144,0.5673828125,0.43798828125
145,0.5673828125,0.477783203125
146,0.5673828125,0.57275390625
147,0.5673828125,0.50927734375
148,0.5673828125,0.515625
149,0.5673828125,0.53271484375
150,0.5673828125,0.55322265625
151,0.5673828125,0.53857421875
152,0.5673828125,0.35791015625
153,0.5673828125,0.60205078125
154,0.5673828125,0.515625
155,0.5673828125,0.6396484375
156,0.57275390625,0.48681640625
157,0.57275390625,0.5419921875
158,0.57275390625,0.5673828125
159,0.57275390625,0.55078125
160,0.57275390625,0.54736328125
161,0.57275390625,0.44873046875
162,0.57275390625,0.6484375
163,0.57275390625,0.54052734375
164,0.57275390625,0.52490234375
165,0.57275390625,0.5283203125
166,0.57275390625,0.5478515625
167,0.57275390625,0.6279296875
168,0.50927734375,0.4482421875
169,0.50927734375,0.40478515625
170,0.50927734375,0.5673828125
171,0.50927734375,0.55078125
172,0.50927734375,0.477294921875
173,0.50927734375,0.5693359375
174,0.50927734375,0.499755859375
175,0.50927734375,0.53662109375
176,0.50927734375,0.41357421875
177,0.50927734375,0.501953125
178,0.50927734375,0.54052734375
179,0.50927734375,0.61181640625
180,0.55078125,0.499267578125
181,0.55078125,0.5556640625
182,0.55078125,0.57275390625
183,0.55078125,0.50927734375
184,0.55078125,0.5146484375
185,0.55078125,0.4443359375
186,0.55078125,0.6044921875
187,0.55078125,0.5087890625
188,0.55078125,0.6064453125
189,0.55078125,0.55859375
190,0.55078125,0.626953125
191,0.55078125,0.5244140625
192,0.47314453125,0.623046875
193,0.47314453125,0.50341796875
194,0.47314453125,0.484130859375
195,0.47314453125,0.405517578125
