,fitness,fitness of neighbors
0,0.623046875,0.61767578125
1,0.623046875,0.56640625
2,0.623046875,0.5986328125
3,0.623046875,0.474365234375
4,0.623046875,0.599609375
5,0.623046875,0.63232421875
6,0.623046875,0.55810546875
7,0.623046875,0.58935546875
8,0.623046875,0.57763671875
9,0.623046875,0.65966796875
10,0.623046875,0.53857421875
11,0.623046875,0.65966796875
12,0.61767578125,0.623046875
13,0.61767578125,0.54248046875
14,0.61767578125,0.59326171875
15,0.61767578125,0.5205078125
16,0.61767578125,0.59423828125
17,0.61767578125,0.626953125
18,0.61767578125,0.552734375
19,0.61767578125,0.5478515625
20,0.61767578125,0.572265625
21,0.61767578125,0.654296875
22,0.61767578125,0.529296875
23,0.61767578125,0.654296875
24,0.56640625,0.623046875
25,0.56640625,0.54248046875
26,0.56640625,0.54150390625
27,0.56640625,0.417236328125
28,0.56640625,0.54248046875
29,0.56640625,0.5751953125
30,0.56640625,0.5009765625
31,0.56640625,0.5322265625
32,0.56640625,0.5205078125
33,0.56640625,0.6025390625
34,0.56640625,0.49755859375
35,0.56640625,0.6025390625
36,0.54248046875,0.61767578125
37,0.54248046875,0.56640625
38,0.54248046875,0.51806640625
39,0.54248046875,0.4453125
40,0.54248046875,0.51904296875
41,0.54248046875,0.5517578125
42,0.54248046875,0.4775390625
43,0.54248046875,0.472412109375
44,0.54248046875,0.4970703125
45,0.54248046875,0.5791015625
46,0.54248046875,0.560546875
47,0.54248046875,0.5791015625
48,0.5986328125,0.623046875
49,0.5986328125,0.59326171875
50,0.5986328125,0.54150390625
51,0.5986328125,0.44970703125
52,0.5986328125,0.61474609375
53,0.5986328125,0.60791015625
54,0.5986328125,0.53369140625
55,0.5986328125,0.5615234375
56,0.5986328125,0.5498046875
57,0.5986328125,0.63916015625
58,0.5986328125,0.5927734375
59,0.5986328125,0.634765625
60,0.59326171875,0.61767578125
61,0.59326171875,0.5986328125
62,0.59326171875,0.51806640625
63,0.59326171875,0.495849609375
64,0.59326171875,0.609375
65,0.59326171875,0.6025390625
66,0.59326171875,0.5283203125
67,0.59326171875,0.52001953125
68,0.59326171875,0.54443359375
69,0.59326171875,0.6337890625
70,0.59326171875,0.58349609375
71,0.59326171875,0.62939453125
72,0.54150390625,0.56640625
73,0.54150390625,0.5986328125
74,0.54150390625,0.51806640625
75,0.54150390625,0.392578125
76,0.54150390625,0.55810546875
77,0.54150390625,0.55078125
78,0.54150390625,0.4765625
79,0.54150390625,0.5048828125
80,0.54150390625,0.492919921875
81,0.54150390625,0.58203125
82,0.54150390625,0.55224609375
83,0.54150390625,0.578125
84,0.51806640625,0.54248046875
85,0.51806640625,0.59326171875
86,0.51806640625,0.54150390625
87,0.51806640625,0.420654296875
88,0.51806640625,0.5341796875
89,0.51806640625,0.52734375
90,0.51806640625,0.452880859375
91,0.51806640625,0.44482421875
92,0.51806640625,0.469482421875
93,0.51806640625,0.55859375
94,0.51806640625,0.615234375
95,0.51806640625,0.55419921875
96,0.474365234375,0.623046875
97,0.474365234375,0.5205078125
98,0.474365234375,0.417236328125
99,0.474365234375,0.44970703125
100,0.474365234375,0.4833984375
101,0.474365234375,0.4833984375
102,0.474365234375,0.4677734375
103,0.474365234375,0.4755859375
104,0.474365234375,0.4287109375
105,0.474365234375,0.525390625
106,0.474365234375,0.416015625
107,0.474365234375,0.5107421875
